created_at,user_name,user_id,bear_bull_tag,text
2022-07-16T22:47:05Z,Pachinko33,6747228,Bullish,"Calling $STAF next. My PT is 5-6$ by EOW. Should bounce pretty heavy from here. So little outstanding shares. 
 
Mark my post and come back at me on friday. 
 
$AMC $GME $BTC.X $ETH.X"
2022-07-16T22:45:57Z,DailyDip,2958076,Bullish,$ETH.X All the way up
2022-07-16T22:44:12Z,John88888888,6730405,NIL,"$ETH.X hold cash, gets ding at the border, hold eth... way you go."
2022-07-16T22:44:08Z,momomooncake,3227886,NIL,$BTC.X does anyone else find it hilarious that a 20k coin trades like a penny stock…. You should if you don’t. $ETH.X $MATIC.X. ETH coins are the real hold.
2022-07-16T22:39:36Z,n3wb1e123,3744846,Bearish,$ETH.X $BTC.X $SPY hard to believe we bottomed. Biden still president. Gonna crash w/ rate hikes I bet.
2022-07-16T22:39:16Z,Billionaireclubcollc,1505519,NIL,Crypto Mixers Usage From Cybercriminals Sees All-Time High: Chainalysis https://www.billionaireclubcollc.com/crypto-mixers-usage-from-cybercriminals-sees-all-time-high-chainalysis/  $BT.X $ETH.X $DOGE.X  $VGX.X
2022-07-16T22:38:16Z,John88888888,6730405,Bullish,$ETH.X will decouple from everything and moves on its own
2022-07-16T22:36:10Z,Cryptonic99,6278750,NIL,$ETH.X Coinbase shutting down Coinbase pro
2022-07-16T22:35:35Z,Macro_Trend_Trader,6315691,NIL,$BTC.X $ETH.X really believe we have A LOT MORE sideways/downward price action to go. Look at past bear markets. Not much of a V-Rally and the chart is still not ABSOLUTELY convincing that its getting STUPID CHEAP or that buyers are stepping up for an extended period of time. Its been 4 weeks since the low and there was a good amount of acceleration on the last leg down. By no means is the price action showing a decisive bottoming formation. Think the right move is to stay away for the time being.
2022-07-16T22:34:41Z,atf130,4863120,NIL,"$BTC.X $ETH.X $COIN 
More trouble ahead

https://cointelegraph.com/news/coinbase-to-shut-down-coinbase-pro-to-merge-trading-services"
2022-07-16T22:33:30Z,John88888888,6730405,Bullish,"$ETH.X once it has the speed the reliability the scalability, theres no need for other coins, sell all and come back to mother eth, it welcomes you with open arms"
2022-07-16T22:33:21Z,Darthtrader06,6708231,Bullish,$ETH.X another leg up to the 1400s
2022-07-16T22:32:01Z,High_Potential,5386744,Bearish,$ETH.X ultra bearish
2022-07-16T22:31:43Z,Billionaireclubcollc,1505519,NIL,"Bank of England’s Cunliffe Warns Crypto Is ‘Prone to Collapse’ — Touts ‘Same Risk, Same Regulatory Outcome’ – Regulation Bitcoin News https://www.billionaireclubcollc.com/bank-of-englands-cunliffe-warns-crypto-is-prone-to-collapse-touts-same-risk-same-regulatory-outcome-regulation-bitcoin-news/  $BTC.X $ETH.X $DOGE.X $SHIB.X"
2022-07-16T22:28:03Z,TraderDude69,6689417,Bearish,$ETH.X sell every pop 🤦🏼‍♂️📉
2022-07-16T22:27:59Z,Maydaymay1,5456397,NIL,$ETH.X $BTC.X $SHIB.X $VOLT
2022-07-16T22:26:20Z,John88888888,6730405,Bullish,"$ETH.X putin tries to ban ban it, it goes up"
2022-07-16T22:24:11Z,Lutzer,4167728,NIL,$ETH.X
2022-07-16T22:23:52Z,John88888888,6730405,NIL,$ETH.X its going to form a bull flag on the daily and there&#39;s good chance it will explode to the up side
2022-07-16T22:21:20Z,CriticalThinking4Dummies,5950734,Bullish,$ETH.X Wen $500 😂
2022-07-16T22:19:29Z,DeFi_Wookie,2841306,Bullish,"$ETH.X It’s simple. Just accumulate as much as possible, and if you prefer USD sell at $10k. If you prefer ETH just hold it. It’s up to you"
2022-07-16T22:18:00Z,John88888888,6730405,Bullish,"$ETH.X what ever it does on sunday, there&#39;s a good chance it does the opposite this weekend"
2022-07-16T22:12:04Z,MandoTA,2086227,NIL,"$ETH.X I really like the move, just wish it was not on the weekend. We know how Sunday’s can go"
2022-07-16T22:09:46Z,Shutking,5728136,Bullish,$ETH.X BABY I LOVE YOU 🚀🚀🚀
2022-07-16T22:08:33Z,__SuNdAyGrAvY__,6723414,Bullish,"$ETH.X $AABB $LTC.X $BCH.X  
legs thighs booze  
whos finger is that ???!! 
 
🇮🇹🇮🇹🇮🇹🤌🏼FUGETABOUTIT!!!"
2022-07-16T22:07:09Z,momomooncake,3227886,NIL,$BTC.X curl you ugly bitch if I wasn’t swinging $MATIC.X right now I’d say dump to 18. Show me what you got bulls seriously because fir your sake now is the tube. 🤔🤨 BULLAREISH  on BTC bullish on  $MATIC.X AND $ETH.X
2022-07-16T22:06:15Z,91baby,3368077,Bullish,"Bullish on bubbles and epsom salt…so relaxing . Highly recommend💕🍊🍋🥰🫧 

Happy Saturday Everyone😊 
$SPY $BTC.X $ETH.X $TSLA"
2022-07-16T22:05:05Z,Acos7a,3346004,Bullish,$ETH.X this is about to take of 😈🔥
2022-07-16T22:04:03Z,Bearswin2,4303359,NIL,$ETH.X back to 1100usd by 4am?
2022-07-16T22:02:03Z,BiggaWick,5166922,NIL,$BTC.X $ETH.X $DOGE.X $SHIB.X Kohn McAfee - True American Hero.
2022-07-16T21:57:00Z,JaneDoe000,4725642,NIL,$ETH.X incoming
2022-07-16T21:56:57Z,bouber,6686601,Bullish,$ETH.X 2000 by the end of July
2022-07-16T21:52:57Z,Options_Snipper,6728644,NIL,"$BTC.X $ETH.X RARI 
 
I called for a pullback back to this level. See how it is now trying to use that  level I marked earlier as support?  
  
That is your textbook definition of resistance becomes support and vice versa"
2022-07-16T21:52:45Z,Nickr50,4723245,Bullish,$ETH.X it&#39;s a waiting time.
2022-07-16T21:52:19Z,Billionaireclubcollc,1505519,NIL,"Celsius’ Bankruptcy Is Unsurprising, Says Tezos Co-Founder https://www.billionaireclubcollc.com/celsius-bankruptcy-is-unsurprising-says-tezos-co-founder/  $BTC.X $ETH.X $VGX.X"
2022-07-16T21:49:47Z,downyjr,252389,Bullish,$ETH.X
2022-07-16T21:48:53Z,Billionaireclubcollc,1505519,NIL,John McAfee Partner Fined by the SEC For ICO and Pump and Dump Scams https://www.billionaireclubcollc.com/john-mcafee-partner-fined-by-the-sec-for-ico-and-pump-and-dump-scams/  $BTC.X $ETH.X $DOGE.X $SHIB.X
2022-07-16T21:48:36Z,scottyd3186,4523962,NIL,$ETH.X the buy in has begun. Better load up before 2024
2022-07-16T21:47:49Z,Ethman1994,6005288,Bearish,$ETH.X oh guys. Just zoom out. It&#39;s not over by a long shot.
2022-07-16T21:45:36Z,bagholderbrandon,4754442,Bullish,$ETH.X
2022-07-16T21:44:33Z,microm,379360,NIL,$BTC.X $ETH.X $LTC.X starting to feel more neutral on price action and we know a lot of bears piled on late.  👀
2022-07-16T21:42:47Z,OptionWheelStrategy,4406603,Bullish,"$ETH.X  
 
This will be back above $4k within a couple months"
2022-07-16T21:42:30Z,CriticalThinking4Dummies,5950734,Bullish,"$ETH.X $BTC.X 

More than bullish"
2022-07-16T21:38:48Z,Spicy_Trade,95342,NIL,$ETH.X #Ethereum chart.
2022-07-16T21:35:31Z,discipio1,1055155,Bullish,$ETH.X looking good
2022-07-16T21:35:19Z,TradeHunter2022,6316312,NIL,$XRP.X Been swinging since I got this buy signal on the 13th. Easy money $ETH.X $BTC.X $SHIB.X $DOGE.X
2022-07-16T21:35:09Z,meltingvodka,4696225,Bullish,"$ETH.X Loved you at $100, loved you near $5k, love you today.  
 
 
Bitty forever but that rhyme about second is the best is not wrong."
2022-07-16T21:33:56Z,bigsleepy,1397747,Bullish,$ETH.X pump
2022-07-16T21:33:06Z,Billionaireclubcollc,1505519,NIL,"While the ‘Timeline Isn’t Final,’ Ethereum Could Implement The Merge on September 19 – Technology Bitcoin News https://www.billionaireclubcollc.com/while-the-timeline-isnt-final-ethereum-could-implement-the-merge-on-september-19-technology-bitcoin-news/  $BTC.X $ETH.X $DOGE.X"
2022-07-16T21:32:05Z,Options_Snipper,6728644,NIL,"$SPY $BTC.X $ETH.X RARI 
 
Folks, I hope you are banking already. Good stuff.  
 
Now, you can expect it to pullback and consolidate above that support level to make the next leg up.  
 
It as to hold that level. Below that level and you should be looking to open a short position 
 
Plan the Trade, Trade the Plan"
2022-07-16T21:31:00Z,Simplejackinvestor,1387268,NIL,$ETH.X $1400-1500 soon
2022-07-16T21:29:24Z,Options_Snipper,6728644,NIL,"$SPY $BTC.X $ETH.X RARI.X  
 
Look at the strength of that one bullish candle moving on the move up to the next support level I marked out.  
 
That is what I am talking about.  
 
Plan the Trade, Trade the Plan"
2022-07-16T21:29:18Z,01SeAy,770947,Bullish,$ETC.X We moon&#39;in soon boys!!! &quot;The latest rally comes days after the Ethereum Foundation set a tentative September 19 launch date for &quot;the Merge.&quot;&quot; $ETH.X $BTC.X https://cryptobriefing.com/ethereum-jumps-12-as-the-merge-draws-nearer/
2022-07-16T21:29:11Z,A76er76er,3265366,NIL,"$ETH.X so far, ethereum is the only crypto to make a higher high over the last month (not counting polygon bc its an ethereum token/scaling solution).  Hope everyone on here loaded up at 1k."
2022-07-16T21:27:41Z,DominikJahn,3388903,NIL,$AABB $BTC.X $ETH.X
2022-07-16T21:21:27Z,kaitlinann,6747370,Bullish,My dream is $AMC $GME $BTC.X $ETH.X will make a summer run together and everyone gets rich
2022-07-16T21:20:09Z,STCKPRO,1555408,NIL,$ETH.X NEW ARTICLE : Why Ethereum Pulled Crypto Higher Today https://www.stck.pro/news/ETH.X/31303029
2022-07-16T21:19:18Z,Bearswin2,4303359,NIL,$ETH.X haha. Btc ruined your party.
2022-07-16T21:18:37Z,HVACTechInvests,4763386,NIL,$ETH.X let’s go baby make me proud
2022-07-16T21:13:45Z,ChartLearning,152351,NIL,"Cryptocurrency Explained In L layman’s Terms

$BTC.X $SOL.X $DOGE.X $ETH.X $LINK.X

https://www.chartlearning.com/2021/07/cryptocurrency-explained-bitcoin-introduction.html"
2022-07-16T21:12:56Z,Islanders71,903618,Bullish,$BTC.X $ETH.X $AAPL $GME $AMC Monday morning jump or sit?
2022-07-16T21:12:52Z,StockExpertt,1234190,Bullish,$ETH.X ether is better than $BTC.X
2022-07-16T21:11:57Z,Jvshuanunez,4322969,NIL,$ETH.X https://t.me/shibshiberc. 💎💎
2022-07-16T21:11:37Z,Minus_The_Matt,3700211,NIL,$ETH.X We won’t see below $1300 again. Mark this…
2022-07-16T21:08:57Z,IgnoramousInvestor,6711591,Bullish,"$PHUN $BTC.X $ETH.X 

https://t.me/phunpham/29768"
2022-07-16T21:08:31Z,Islanders71,903618,Bullish,$BTC.X $ETH.X $DOGE.X $LTC.X $XRP.X @mcuban @MarCuban @markcuban @MarkCubanJr @MarkCuban1 @MarkCuban173902130 @kevinharrington @KevinOLearyOfficial @KevinOLearyreal @kevinoleary9 @Theshakedaymond @DavidGandlerCEO @MRBILLIONS @MrBillionss @LiveSquawk @livesquawk1 @livesquawkcommodities @Benzinga @TheStreet @theflynews @AnalystWire @abubnic @ACInvestorBlog @ActivistStocks @Aevitas @Jeffmacke @CharlesRAAII @KennyPolcari @charliebilello @charliegasparino @JimCramer @JimCramerMadMoney @silverjet2 @mrinvestorpro @Lionmaster @anyatrades @MarketCharts @MarketSmith @MarketWatch @MarketWisdom @Market_Chartist @MarketBeat @MarketPicker
2022-07-16T21:03:51Z,blackeagle7,6641050,Bullish,"$BTC.X $ETH.X 

DAC !!!

If price goes down then buy more ...

Pyramid...

That&#39;s all your startegy should be with crypto...

Bitcoin and Ethereum are safe haven..."
2022-07-16T21:00:26Z,JaredTyndall,356025,NIL,$ETH.X break out after consolidation. First time in a long time this has looked bullish. IMO bodes well for growth/risk assets going into next week if it holds. No position but long growth
2022-07-16T20:59:39Z,Options_Snipper,6728644,NIL,"$SPY $BTC.X $ETH.X  $RARI.X 
 
This has been trading around this level for a while and looking as if it&#39;s going to breakout. Once it gets to that level, with volume and  a bullish divergence, you can expect for it  to break through the level easily"
2022-07-16T20:59:26Z,HittingBombs247,3582241,Bullish,$ETH.X it’s called tug o war for a reason  that’s all this is. Except bulls are guaranteed to win 🤣
2022-07-16T20:58:28Z,Billionaireclubcollc,1505519,NIL,"Celsius is bankrupt with $1.2B balance sheet hole, Su Zhu returns to Twitter and OpenSea purges 20% of employees: Hodler’s Digest, July 10-16 https://www.billionaireclubcollc.com/celsius-is-bankrupt-with-1-2b-balance-sheet-hole-su-zhu-returns-to-twitter-and-opensea-purges-20-of-employees-hodlers-digest-july-10-16/  $BTC.X $ETH.X $DOGE.X $SHIB.X"
2022-07-16T20:58:09Z,FlamingoBet,4272426,Bullish,$ETH.X $BTC.X $SOL.X $CRO.X it’s about time we win the market again bulls!
2022-07-16T20:57:35Z,Cipri99,5275148,NIL,$ETH.X anybody can Tell me Why Why up???
2022-07-16T20:57:09Z,Justabrake,4423323,Bullish,"$ETH.X 2,000"
2022-07-16T20:57:03Z,GreenOriginInvestment,6308215,NIL,"** $ETH.X July 16th-22nd Analysis  
https://www.youtube.com/watch?v=ECfQtJ0_5WU"
2022-07-16T20:54:33Z,JoshEngland,4252088,NIL,$ETH.X next pump is imminant
2022-07-16T20:49:11Z,StockTraderCapital,1037324,NIL,$BTC.X $ETH.X 😆 🤣 😂 😹 too much of this on both sides
2022-07-16T20:47:48Z,ApeFeces,1444729,NIL,$ETH.X people just want to see 1700-1800 for exit liquidity. Not just 1400. 1400 isn’t enough 😴
2022-07-16T20:45:24Z,caboca442,3990072,NIL,$spy $BTC.X $ETH.X $SOL.X take that thing out &amp; shoot it put it out of its misery
2022-07-16T20:43:50Z,Jeremyspoken,6600779,NIL,"$ETH.X $BTC.X hodl...we might get a V shape in eth by the time spx hit monthly 20...while big resistance is at 1700, monthly 20 for eth is at 2500....so hodl and hope that todays pump is one of many to come...."
2022-07-16T20:43:48Z,Options_Snipper,6728644,NIL,"$SPY $BTC.X $ETH.X $RARI.X  
 
The pump on this is strong and is far from over if it holds 2.65"
2022-07-16T20:41:52Z,dan3120,6747192,NIL,$CLEAR.X $ETH.X I&#39;m bullish af on clear water join telegram and you will know why 😉🔥😉
2022-07-16T20:39:19Z,STCKPRO,1555408,NIL,$ETH.X NEW ARTICLE : Ethereum&#39;s centralized dApps may overshadow the decentralization of proof-of-stake https://www.stck.pro/news/ETH.X/31301556
2022-07-16T20:38:18Z,WarHammerCapital,493176,NIL,$ETH.X no Bart
2022-07-16T20:37:35Z,The_Perfect_Wave,2793314,NIL,"Crypto winter... 🤭

$spy $BTC.X $ETH.X $SOL.X"
2022-07-16T20:35:53Z,n3wb1e123,3744846,Bearish,$ETH.X struggling to hold gains. Good job weak ash bulls.
2022-07-16T20:32:40Z,Billionaireclubcollc,1505519,NIL,Chinese City Of Shenzhen Records 2.6 Million Signups For Its CBDC https://www.billionaireclubcollc.com/chinese-city-of-shenzhen-records-2-6-million-signups-for-its-cbdc/  $BTC.X $ETH.X $DOGE.X $SHIB.X
2022-07-16T20:31:49Z,downyjr,252389,NIL,$BTC.X $DOGE.X $ETH.X
2022-07-16T20:31:19Z,timmysmitty,6298160,NIL,$ETH.X if anyone wants to try Webull its free and much better than Robinhood plus you get 6 free stocks.......use the promo code....lets make that money!https://a.webull.com/FvOIUfjAFMpcgGc6H4
2022-07-16T20:29:50Z,CRALLYP3,5140578,NIL,$BTC.X $DOGE.X $ETH.X OHHHH YEAHHHHHHH COULD HAPPEN @ ANYTIME. LFG 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
2022-07-16T20:29:49Z,theotherone79,3793984,NIL,"$ETH.X wow, where&#39;d that come from?"
2022-07-16T20:28:22Z,hamoodipal,4088002,NIL,"$ETH.X 🥵🥵
Low 1000s plz 🥵🥵"
2022-07-16T20:28:08Z,DefiBread,6725973,Bullish,"$BTC.X  $DOGE.X  $ETH.X 

Short Squeezy 2022?"
2022-07-16T20:26:01Z,Options_Snipper,6728644,NIL,"$SPY $BTC.X $ETH.X Sell volume has picked up which is exactly what we wanted for our short entry 
 
Now  it&#39;s a matter of moving your stop loss and locking in gains. Never allow a winning trade turn into a losing trade 
 
Plan the Trade, Trade the Plan"
2022-07-16T20:24:20Z,Shinshady,2012444,NIL,$ETH.X BAM. Go ahead and keep waiting for stupid low targets and remain on the sidelines and end up finally getting in at near ATH levels. We dont mind.
2022-07-16T20:23:20Z,Peterdaguru,3611022,NIL,$ETH.X fuck $BTC.X we running on the Etherium network !!
2022-07-16T20:23:00Z,LUNA2022,6385742,Bullish,"$QUICK.X  $BTC.X $ETH.X 
Let’s go Quick 🚀🚀🏦🏦🏦🏦🏦"
2022-07-16T20:22:38Z,Billionaireclubcollc,1505519,NIL,"ETH Explodes 40% in Two Days, Here’s the Next Target (Ethereum Price Analysis) https://www.billionaireclubcollc.com/eth-explodes-40-in-two-days-heres-the-next-target-ethereum-price-analysis/  $ETH.X $DOGE. $SHIB.X $BTC.X"
2022-07-16T20:22:23Z,DefiBread,6725973,Bullish,"$DOGE.X $BTC.X $ETH.X 

Bitcoin, Ethereum, Dogecoin Unfazed By Upcoming Rate Hike: Why This Analyst Is Waiting For A &#39;Big Short Squeeze&#39;

https://www.benzinga.com/markets/cryptocurrency/22/07/28075885/bitcoin-ethereum-dogecoin-unfazed-by-upcoming-interest-rate-hike-why-this-analyst-is-waiti"
2022-07-16T20:21:02Z,Islanders71,903618,Bullish,$BTC.X $ETH.X $DOGE.X $LTC.X $XRP.X Get on the AABB board and make generational wealth!
2022-07-16T20:20:30Z,Jhymen,6163437,Bullish,$ETH.X
2022-07-16T20:20:30Z,Options_Snipper,6728644,NIL,"$SPY $BTC.X $ETH.X 
 
The trade played out nicely. Good stuff"
2022-07-16T20:20:14Z,CriticalThinking4Dummies,5950734,Bullish,$ETH.X Why no Bears after dropped $50? 😆
2022-07-16T20:20:11Z,thebridgesengineer,3572249,Bullish,"$BRGX.X 

BRG.X Price: $0.0556
24h Trading Volume: $7,540
Holders: 1766
Market Cap: $4,092,926
Liquidity: $143,477
Circulating Supply: 73,640,371 BRG.X
BNB Price: $248.79
Buy now at Bridges Exchange

$BNB.X $BTC.X $ETH.X"
2022-07-16T20:19:03Z,Elmoknowsstocks,1902914,Bullish,$ETH.X Possible we bounce to $2500 soon.
2022-07-16T20:14:30Z,CharlieDay13,6110617,Bullish,$ETH.X To much early celebration here. We need to break up out of the Nov 2021 channel and then I’ll get excited.
2022-07-16T20:14:02Z,10baggertechnicals,5530469,NIL,$ETH.X how many times you ppl going to touch a burning stove
2022-07-16T20:13:33Z,good_life,3204738,Bearish,$ETH.X
2022-07-16T20:12:53Z,DatDood,1835439,Bullish,$ETH.X Let er rip!
2022-07-16T20:11:02Z,Islanders71,903618,Bullish,$BTC.X $ETH.X $DOGE.X Get over to the $AABB board and make generational wealth or miss out.
2022-07-16T20:09:40Z,richierichs,6523587,Bullish,"$ETH.X   AND  WHAT&#39;S HAPPENING HERE  ETH??   DAAAAMN 👀📈🔥 
. 
$BTC.X"
2022-07-16T20:09:37Z,shanesward2121,3001169,Bullish,$ETH.X I’m so glad my portfolio was almost even from all the averaging down that I did and it’s all locked in fucking Voyager
2022-07-16T20:08:13Z,onetrueking,6742056,Bullish,$ETH.X bottom in or what buckaroos? im making a margarita regardless.
2022-07-16T20:06:04Z,CriticalThinking4Dummies,5950734,Bullish,"$ETH.X Only couple bird brains left here commenting $500- $800 Etherium 🔜 

Not giving a name cause 

They know themselves really well"
2022-07-16T20:05:02Z,BryGuy91,4432800,NIL,"$ETH.X  =  VHS

$ALGO.X  = Betamax

Anyone old enough knows what I mean"
2022-07-16T20:04:27Z,Jeremyspoken,6600779,NIL,$ETH.X $BTC.X cycle bottom is looking good...
2022-07-16T20:04:18Z,Billionaireclubcollc,1505519,NIL,SEC Fines John McAfee’s Associate $375K in Penalties for ICO Promotions – Bitcoin News https://www.billionaireclubcollc.com/sec-fines-john-mcafees-associate-375k-in-penalties-for-ico-promotions-bitcoin-news/  $BTC.X $ETH.X
2022-07-16T20:03:59Z,Options_Snipper,6728644,NIL,"$SPY $BTC.X  $ETH.X 
   
See how price is reacting close to the trend line. The sell volume toward the trend line wasn&#39;t much. Candles got smaller and tighter as it approach the area 
 
So if you opened a short position at 1353.98, then you are good. However, if this bounces off this trend line with volume to the upside, then look to exit your short 
 
If it breaks below this trend line with volume, then ride it to the downside"
2022-07-16T20:00:17Z,Mrquint,3479751,Bullish,$ETH.X we test 1500 this weekend
2022-07-16T19:58:27Z,blackeagle7,6641050,Bullish,"$ETH.X $BTC.X 

Don&#39;t be this guy !!!

Don&#39; be paper hands !!!

Don&#39;t be a looser!!!"
2022-07-16T19:58:22Z,justinherbertfan,4945975,NIL,$ETH.X  does this means my eth will be able to unlock on coinbase on or before sept 19th? if not how long can we expect them to hold it after? and why would they keep them unlocked?
2022-07-16T19:58:16Z,STCKPRO,1555408,NIL,$ETH.X NEW ARTICLE : What To Watch On Ethereum&#39;s Chart As The Crypto Surges Higher https://www.stck.pro/news/ETH.X/31296211
2022-07-16T19:57:28Z,Billionaireclubcollc,1505519,NIL,"DeFi Market Cap Dumped 75% in Q2, But User Activity Fared Better: Report https://www.billionaireclubcollc.com/defi-market-cap-dumped-75-in-q2-but-user-activity-fared-better-report/  $BTC.X $ETH.X $DOGE.X"
2022-07-16T19:56:38Z,Xsanthia,5660429,NIL,$ETH.X almost dinner time... stock twits and crypto will be here  for ever but we aren&#39;t......
2022-07-16T19:52:59Z,GlobalistShill,6026017,Bearish,$ETH.X Cashing out my 25% gain and waiting for the leg down to 500. It will test the pandemic lows soon.
